respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.12719667122946726,0.42640168924012883
26708,0.05524398225067434,0.07123321893591489
26709,0.3709304937253414,0.63738379668691
26710,0.46435145760248475,0.8034458932944254
26711,0.2866728545814012,0.6349032284619175
26712,0.4078979764484605,0.8902898368065043
26713,0.27266561628474484,0.3305798266931593
26714,0.11837766921319928,0.24030262915206674
26715,0.0305875125852897,0.1486705386009269
26716,0.1826163459912639,0.8107453427201822
26717,0.028351761905311555,0.46503404934805714
26718,0.2734394490804705,0.6185574546711977
26719,0.10782191577952815,0.8954675934687737
26720,0.10169824852573482,0.29763407750438825
26721,0.4669357105410192,0.5518197365646141
26722,0.037707610071972465,0.07436874735954642
26723,0.5977331571031924,0.7598257806903924
26724,0.11417905719078589,0.49438573517868806
26725,0.04105854854702819,0.07384983013203406
26726,0.02234780815362932,0.124924300100813
26727,0.23751368284334365,0.6410598222939822
26728,0.236154862808268,0.52645444957951
26729,0.08516932262750941,0.43667918788123705
26730,0.07789626241147113,0.4454492088825317
26731,0.015282308052364324,0.21322614320397323
26732,0.1440387896675085,0.11686808680050818
26733,0.8772555791690511,0.9185988990589594
26734,0.8768005762827524,0.502453255354944
26735,0.11929448780622058,0.38978197877092546
26736,0.10938376080593445,0.34718439347203817
26737,0.07948381545061967,0.12212882507088448
26738,0.6090200214829261,0.8441183920482181
26739,0.10428047781256292,0.2371279052196675
26740,0.14855024642442233,0.14518783275296257
26741,0.17383492525651503,0.9082053791892545
26742,0.14724942992207607,0.46427069433299206
26743,0.03140120555143132,0.3744789006378003
26744,0.07662692152939202,0.6841862809372506
26745,0.08863424110096599,0.8725789429956697
26746,0.10181143743296034,0.3147316057628085
26747,0.08807574097091993,0.3841113593855138
26748,0.15098762053156475,0.13537274077170705
26749,0.08875837412695656,0.7283737075281926
26750,0.6040895600817772,0.8313786250310428
26751,0.26447406477198504,0.5315989849433558
26752,0.029186420319867363,0.028133938755022743
26753,0.1877059158350321,0.523506247461551
26754,0.10384229940578017,0.6293650486687015
26755,0.08498417657889729,0.24913306786749548
26756,0.020871012521049833,0.07919330574834943
26757,0.5430646448845831,0.7339435615687155
26758,0.6060131595062271,0.8528858555178048
26759,0.04566617291527179,0.22433382400554736
26760,0.011704615818607886,0.04300320584656356
26761,0.1290726082540521,0.47677940136326874
26762,0.12601456860701937,0.6951949483943123
26763,0.8925395834954007,0.9738743886341973
26764,0.9249969619449869,0.9587639987783819
26765,0.04158222299659437,0.7811878811870625
26766,0.18249000037883306,0.29148102970545664
26767,0.7737268858896282,0.7662466516480646
26768,0.017277237350516932,0.5791043679195993
26769,0.17526891527657454,0.3709581672921975
26770,0.11457161338656958,0.61311763153545
26771,0.06657254495849606,0.10523034428896556
26772,0.10883702703561834,0.5024881124337013
26773,0.018063540607489374,0.46634043517705526
26774,0.030232997178275253,0.4662670376631495
26775,0.11263568570714147,0.4709539529302305
26776,0.36931235963234127,0.28179513567626724
26777,0.1306748050285333,0.9052859483108922
26778,0.11132055107540209,0.11383999518066933
26779,0.14642197861916792,0.6733967173132679
26780,0.1527177923128377,0.9274136883891374
26781,0.03745659141201637,0.2680968300418997
26782,0.060108120228075,0.4044673831047646
26783,0.06570557478043552,0.3613677559792388
26784,0.3141575034686167,0.8232377888203635
26785,0.3422454541501625,0.6141973299618702
26786,0.11864962916042891,0.20906457776728596
26787,0.08612299621151903,0.3685283406402766
26788,0.12211385411832401,0.8900283098374837
26789,0.015558586513026914,0.30278979273346457
26790,0.05795649694198611,0.27801931106644795
26791,0.05753884037912626,0.11532467857034463
26792,0.26414876427525713,0.8512747066681107
26793,0.11872522537804926,0.8616302343811106
26794,0.7692231250933134,0.9071297445572356
26795,0.05567838542336274,0.9432726196496789
26796,0.06757974168760891,0.09677214351722632
26797,0.12228758156077459,0.7888934735230989
26798,0.23570245596863706,0.23171641887063493
26799,0.2528329508167271,0.25860326048802634
26800,0.043148546198950394,0.9114659042628018
26801,0.22238818269644695,0.3849598608666458
26802,0.09029759898274207,0.19069400658871782
26803,0.059911003068087436,0.16758005535516693
26804,0.06686247122603951,0.14835780997986253
26805,0.0832357670625038,0.2139518421018608
26806,0.059582249471720056,0.803124664500673
26807,0.6396534972945567,0.9239671300446813
26808,0.21779557753533033,0.4816363645439879
26809,0.6920419520884951,0.10884273788683609
26810,0.040600104108246916,0.1353017010704505
26811,0.05147166685008579,0.06824631928027755
26812,0.11233174501202468,0.679685163957542
26813,0.22144397080833378,0.15729444168274506
26814,0.03341801267607366,0.33253572915325447
26815,0.07520152423670887,0.253488489678663
26816,0.04629313994062427,0.18121033229861036
26817,0.1204107892042637,0.5280203411475337
26818,0.10312995233534734,0.440248888311452
26819,0.41435704024016584,0.4712492951277685
26820,0.09389224789234812,0.30256886533319427
26821,0.11045633756613346,0.5018961042049278
26822,0.19146249554368044,0.565828698120514
26823,0.42973495812748497,0.3598077303470622
26824,0.04273537133399794,0.6501874008883679
26825,0.3676069460827333,0.6152236286981924
26826,0.06606995929502192,0.5655704140562016
26827,0.06456152496445493,0.1969713686622404
26828,0.17519252805992505,0.5808611619997335
26829,0.5348709395472286,0.8335669803289184
26830,0.06842200990103081,0.560975990045385
26831,0.16796447181014482,0.6984956415630206
26832,0.1526223847388925,0.8888194139389142
26833,0.010530285044247004,0.38194946344813535
26834,0.17115608098864646,0.715757149818142
26835,0.31144518013765005,0.8736722206713641
26836,0.16051482860068852,0.476706165383191
26837,0.06134557437624384,0.03219021589664449
26838,0.09622287632254313,0.2925044279083728
26839,0.14266744618618696,0.5353455605983868
26840,0.12486768238376289,0.25369457504194604
26841,0.2711244721102503,0.7745960093777454
26842,0.0993904414498559,0.2636122854114426
26843,0.04810506945377821,0.021056726366086465
26844,0.04641712672019757,0.5444014509159822
26845,0.057772497270961676,0.6368967044164522
26846,0.04989473322662862,0.6434606469226295
26847,0.3634552035086203,0.20807348129083864
26848,0.03913155141864073,0.6392502510642054
26849,0.10264551046259285,0.5589956724757038
26850,0.5769849069041917,0.68842027277764
26851,0.041918003034721284,0.12744844821861662
26852,0.03835341413066511,0.1545909575526865
26853,0.4506171351246236,0.5165838002880435
26854,0.018801385737497713,0.07916411692369502
26855,0.5605683093380964,0.8363453947349726
26856,0.13441222428373703,0.05482518951296476
26857,0.48384930859421565,0.3530229984273226
26858,0.10057587932872089,0.46730178265286115
26859,0.11676974220275983,0.29309435622395036
26860,0.11815256797164743,0.1070213990207235
26861,0.06229822971122035,0.08237765481059106
26862,0.1360062483552368,0.4423568203468477
26863,0.18696138830737802,0.4127553627142906
26864,0.48485394721043057,0.4071903214137507
26865,0.017136709711031622,0.05849493560531583
26866,0.2322815569587687,0.5052523345379367
26867,0.09693909437798895,0.16769277009635342
26868,0.7583917316827967,0.8589969645048495
26869,0.15356017967570948,0.45179912750194234
26870,0.5537412037476583,0.7079837841383565
26871,0.0697933206807899,0.10906697061340734
26872,0.06349155884428562,0.414097813449785
26873,0.1674718682570194,0.8918732984544805
26874,0.0482828334183998,0.07558705967521029
26875,0.5846665333558194,0.9167569713481412
26876,0.04483250997964028,0.05219519190588067
26877,0.05768426717998057,0.10925716813296796
26878,0.182614023153401,0.32187629532015255
26879,0.019075714816201687,0.061281138000962715
26880,0.05353567185902283,0.10571269252582326
26881,0.02882722980583041,0.12272835189593251
26882,0.054236988552564716,0.13659305313425707
26883,0.10913800527628231,0.45501131620334445
26884,0.06827232275423394,0.17269455705055317
26885,0.1993404358670312,0.8044697923591521
26886,0.07992221805057804,0.6617653163821139
26887,0.5660168177308402,0.7533066097440181
26888,0.8927462976846797,0.9597586457190893
26889,0.04728756497228953,0.1260250901199364
26890,0.11274559008025452,0.43769637549723794
26891,0.36578797294560633,0.5279211585630972
26892,0.11515343201681287,0.7008322440658245
26893,0.061993468346789586,0.16681079318856445
26894,0.18973358448605337,0.39070200808146416
26895,0.07618764873101758,0.7255785532539091
26896,0.07284116487981303,0.19058042696938648
26897,0.05019721101300385,0.2592408462449418
26898,0.20249901076523935,0.6279567144394117
26899,0.07983345253662069,0.20819010565958238
26900,0.11379898168674642,0.299946539384066
26901,0.010411345513528871,0.49090296640902625
26902,0.20621043640729225,0.9424436081326968
26903,0.23495751116590757,0.06676978640792562
26904,0.06247486746085725,0.2842918030384499
26905,0.3281328497878731,0.6866785353135214
26906,0.06004508931225356,0.20952200931204737
26907,0.013491894031635423,0.49722769429797153
26908,0.10780324145927009,0.5644633565823346
26909,0.07499326351146672,0.27700216453754667
26910,0.11415771766211255,0.2240367070977516
26911,0.08035413744376,0.1351827940137707
26912,0.5052335035404266,0.9321100715342348
26913,0.7644235030033155,0.8570341700358592
26914,0.11060735272034972,0.3554214619147981
26915,0.1972354907823587,0.8587731523096783
26916,0.07785162342776528,0.34459145629992266
26917,0.008851667364422893,0.031987366687654145
26918,0.6453453179203531,0.8711694877911325
26919,0.2474073695993704,0.4174322009378995
26920,0.05600510688116305,0.32103409463168653
26921,0.13620981102350732,0.843807157417895
26922,0.05245158506408994,0.7400335768469616
26923,0.06373480741751972,0.34961074544260795
26924,0.6441936098271177,0.868461971015985
26925,0.13579650866204196,0.6189137587445278
26926,0.5606085829701025,0.5232399670123216
26927,0.2884366034434902,0.579802428422908
26928,0.0706640682593136,0.65956332389672
26929,0.11039864233664394,0.29078222261469094
26930,0.7028377403293822,0.8366510729540483
26931,0.12882710166643252,0.4441298749383021
26932,0.043005007969953726,0.7739963717489656
26933,0.06755435025874247,0.7000450597009452
26934,0.5537923242584044,0.7072711434609978
26935,0.1332641875063415,0.38888649739260317
26936,0.5916386478249861,0.3285575268468298
26937,0.22638926905735057,0.5541551532462085
26938,0.10241359156432715,0.1180027349277149
26939,0.029394667589508552,0.0580179513143674
26940,0.11633400975072511,0.2265894219538279
26941,0.048116220631776174,0.29448868117438315
26942,0.6044877654946951,0.8456957506435137
26943,0.17571321355234645,0.7692634122203558
26944,0.09233443699877265,0.1935830815419405
26945,0.11780718769406716,0.45582254770758357
26946,0.13511304620520517,0.736925533255394
26947,0.0986501577922391,0.34870926818937065
26948,0.022190208988057077,0.07380461576942977
26949,0.01625867210007573,0.024103190201823502
26950,0.03836441653527315,0.5871938357787385
26951,0.06084940010717429,0.24163165183862548
26952,0.805549204035618,0.8438726555686754
26953,0.7205290232987397,0.9427406771609512
26954,0.051308241413000534,0.13447958237493188
26955,0.14327038833577485,0.4277291049108284
26956,0.10030843380189797,0.22864450655504678
26957,0.027449966069750188,0.8599872071725287
26958,0.32486561765279076,0.8754719343934386
26959,0.05453624399561439,0.3580642994619058
26960,0.04510579306892284,0.06770691006511631
26961,0.19104892653182318,0.3915026522331311
26962,0.1488920506269868,0.8167919208170724
26963,0.14985341392938004,0.27077155211778864
26964,0.0726160017010573,0.10754996013120498
26965,0.8069084800739345,0.9493023558978279
26966,0.01316220220122007,0.05097120794882629
26967,0.11779538055672886,0.2299352615385911
26968,0.028530751909414107,0.6075342433864236
26969,0.027672428598915357,0.11312566304993338
26970,0.7552554092783514,0.5162041573396353
26971,0.07970910555869216,0.2883793384500695
26972,0.007185941575272571,0.018852511245736968
26973,0.0898786791642918,0.24131253532427713
26974,0.13210933090526428,0.46164730605536736
26975,0.052907311894917264,0.4830648250417667
26976,0.8531373345976623,0.6588232989806455
26977,0.04075240392381093,0.18555518605794835
26978,0.029461992754071627,0.6974977734716443
26979,0.35148494105968914,0.652117827386289
26980,0.03477556744583869,0.05036429119828426
26981,0.04055455328153045,0.19236172528601178
26982,0.5681210099498323,0.8248030097958599
26983,0.1246537537505834,0.35869991817064795
26984,0.08931058950940281,0.20132015434227757
26985,0.03241358953638978,0.2115197200685405
26986,0.17958232349591585,0.4582913614250867
26987,0.08012260296662513,0.31837993010445137
26988,0.032861537865289,0.10472533965010691
26989,0.3038927471591066,0.7129840740281651
26990,0.014450698290004782,0.0689589933298833
26991,0.31202050591700126,0.5989133351522704
26992,0.3345353539956825,0.5246898378545645
26993,0.13248504364740046,0.6943263330590008
26994,0.1377095714939693,0.2494525630928677
26995,0.14358416216864311,0.47889864577258945
26996,0.2898133387358325,0.35369262159010945
26997,0.03330401223737574,0.22076305186525041
26998,0.05817999908100711,0.07172809194410437
26999,0.49486437205175676,0.7373765958495746
27000,0.09401030072186464,0.23607493991164946
27001,0.04290289502696342,0.6797120572702684
27002,0.00945128600079049,0.2174658210744316
27003,0.02667176286494726,0.07694171799951023
27004,0.09399303001881965,0.22757965490131762
27005,0.3625492293434419,0.7767059338210985
27006,0.7855143586391578,0.8678428318927762
27007,0.07007819407199313,0.15525242043656243
27008,0.03750524659864566,0.053382373258734996
27009,0.06615391289582846,0.2076064942449777
27010,0.09225432093190214,0.2080401533904786
27011,0.11976318827954398,0.22902603573886712
27012,0.4458250903603278,0.720296983058899
27013,0.09670791657676486,0.27357448041567756
27014,0.0356180842834501,0.2566669854301247
27015,0.07194575505328665,0.1429940175423981
27016,0.09764841196081978,0.2136989815447758
27017,0.41673327664215765,0.724569171149128
27018,0.09632281826067954,0.16487395276172132
27019,0.8785834972429197,0.9493085529625273
27020,0.24096716227823958,0.37316824260598475
27021,0.1427625957206953,0.5713449014845174
